image_ID,object_ID,size,pos_x,pos_y,roundness,brightness_sum_red,brightness_average_red,brightness_sum_green,brightness_average_green,brightness_sum_blue,brightness_average_blue,brightness_sum,brightness_average,min_feret,max_feret,feret_ratio,width_to_height_ratio
plant001_rgb_class_watershed,1,155,245.874,261.855,0.807,18829.0,121.47741935483872,24631.0,158.90967741935484,9329.0,60.18709677419355,17594.0,113.50967741935484,13.435,17.029,0.7889320586105296,1.0
plant001_rgb_class_watershed,2,161,254.724,287.960,0.735,19799.0,122.9751552795031,25601.0,159.01242236024845,10261.0,63.732919254658384,18560.0,115.27950310559007,13.403,18.358,0.7300910628026502,0.875
plant002_rgb_class_watershed,1,361,240.032,259.799,0.873,47060.0,130.36288088642658,60547.0,167.7202216066482,25730.0,71.2770083102493,44446.0,123.1191135734072,20.506,24.759,0.8282334430674329,0.9545454545454546
plant002_rgb_class_watershed,2,212,263.797,273.642,0.934,24507.0,115.59905660377359,33943.0,160.10849056603774,10089.0,47.589622641509436,22844.0,107.75471698113208,16.000,18.358,0.8715755371245493,1.0625
plant002_rgb_class_watershed,3,225,243.607,288.429,0.957,27378.0,121.68,37347.0,165.98666666666668,8761.0,38.937777777777775,24493.0,108.85777777777778,16.996,18.358,0.9258385588888683,1.0
plant002_rgb_class_watershed,4,343,268.019,293.888,0.832,46150.0,134.54810495626822,58297.0,169.96209912536443,26196.0,76.3731778425656,43545.0,126.9533527696793,20.000,24.413,0.8192319205190405,0.9090909090909091
plant004_rgb_class_watershed,1,234,263.231,304.521,0.557,27011.0,115.43162393162393,34113.0,145.78205128205127,10258.0,43.837606837606835,23791.0,101.67094017094017,14,24.042,0.5823232315653921,0.6086956521739131
plant006_rgb_class_watershed,1,292,243.003,260.127,0.783,40536.0,138.82191780821918,50318.0,172.32191780821918,21409.0,73.31849315068493,37419.0,128.1472602739726,18.000,23.409,0.7689218919450849,0.8181818181818182
plant006_rgb_class_watershed,2,268,268.437,280.616,0.473,31660.0,118.13432835820896,41807.0,155.9962686567164,9118.0,34.02238805970149,27532.0,102.73134328358209,14.000,26.683,0.524672182297103,1.8571428571428572
plant006_rgb_class_watershed,3,213,234.138,286.791,0.907,28607.0,134.30516431924883,37423.0,175.69483568075117,10175.0,47.76995305164319,25409.0,119.29107981220658,16.000,18.028,0.8875203139603666,1.0625
plant006_rgb_class_watershed,4,295,263.066,304.175,0.776,40116.0,135.9864406779661,50969.0,172.77627118644068,21868.0,74.12881355932204,37655.0,127.64406779661017,17.678,23.431,0.7544645503543211,0.95
plant007_rgb_class_watershed,1,476,236.870,262.559,0.892,68440.0,143.17991631799163,87478.0,183.00836820083683,38634.0,80.82426778242677,64845.0,135.66108786610877,24.042,30.232,0.7952264585324796,1.04
plant007_rgb_class_watershed,2,823,288.777,273.078,0.834,106140.0,128.96719319562575,146706.0,178.25759416767923,25227.0,30.652490886998784,92693.0,112.62818955042528,30.522,36.620,0.8334747291563084,1.0625
plant007_rgb_class_watershed,3,223,242.877,281.545,0.868,27984.0,125.48878923766816,38790.0,173.94618834080717,12779.0,57.30493273542601,26518.0,118.91479820627802,18.044,21.095,0.855388255538848,1.0
plant007_rgb_class_watershed,4,294,256.636,289.799,0.800,34948.0,118.87074829931973,46553.0,158.343537414966,16521.0,56.19387755102041,32673.0,111.13265306122449,19.742,23.770,0.8305673173088611,0.9090909090909091
plant007_rgb_class_watershed,5,457,274.653,308.653,0.752,64492.0,141.12253829321662,82919.0,181.44201312910283,37494.0,82.0437636761488,61642.0,134.8840262582057,22.627,29.530,0.7662610281769211,0.9259259259259259
plant007_rgb_class_watershed,6,912,233.783,322.705,0.966,115198.0,126.31359649122807,160495.0,175.9813596491228,26333.0,28.87390350877193,100672.0,110.3859649122807,32.944,36.715,0.8972848446647812,1.0303030303030303
plant009_rgb_class_watershed,1,105,255.681,284.471,0.782,14623.0,139.26666666666668,17901.0,170.4857142857143,7242.0,68.97142857142858,13260.0,126.28571428571429,11.000,15.652,0.7027642214999339,0.7333333333333333
plant009_rgb_class_watershed,2,461,248.990,300.339,0.585,58519.0,126.93926247288503,76187.0,165.2646420824295,16629.0,36.071583514099785,50446.0,109.42733188720173,22.240,36.056,0.6168230019394408,1.0
plant009_rgb_class_watershed,3,284,276.810,298.504,0.821,39324.0,138.46478873239437,52573.0,185.1161971830986,10122.0,35.640845070422536,34005.0,119.73591549295774,17.000,21.587,0.7875097928405351,1.2352941176470589
plant011_rgb_class_watershed,1,280,253.104,272.904,0.596,33968.0,121.31428571428572,41018.0,146.49285714285713,17268.0,61.67142857142857,30754.0,109.83571428571429,17.000,26.077,0.6519202405202649,0.7083333333333334
plant011_rgb_class_watershed,2,380,220.766,285.087,0.870,44706.0,117.64736842105263,59055.0,155.4078947368421,18498.0,48.67894736842105,40748.0,107.23157894736842,21.213,25.060,0.8464989719746505,1.0454545454545454
plant011_rgb_class_watershed,3,367,274.950,288.683,0.934,44107.0,120.1825613079019,58093.0,158.29155313351498,17293.0,47.119891008174385,39825.0,108.5149863760218,21.000,23.409,0.897075540602599,1.0476190476190477
plant011_rgb_class_watershed,4,176,249.142,296.324,0.548,19751.0,112.2215909090909,25978.0,147.60795454545453,7610.0,43.23863636363637,17781.0,101.0284090909091,11.888,20.248,0.5871103616703123,0.6842105263157895
plant011_rgb_class_watershed,5,222,248.806,320.622,0.726,27029.0,121.75225225225225,34037.0,153.31981981981983,15045.0,67.77027027027027,25373.0,114.2927927927928,15.000,20.616,0.7276068751089989,0.75
plant012_rgb_class_watershed,1,1667,317.425,252.322,0.854,189615.0,113.74625074985003,262395.0,157.40551889622077,60789.0,36.466106778644274,170934.0,102.53989202159568,43.900,53.451,0.8213145781560897,1.1818181818181819
plant012_rgb_class_watershed,2,627,235.557,247.505,0.772,76610.0,122.18500797448166,96945.0,154.61722488038276,41709.0,66.52153110047847,71751.0,114.43540669856459,26.392,36.892,0.7153818917069401,0.875
plant012_rgb_class_watershed,3,1343,200.178,257.501,0.847,154819.0,115.27848101265823,215687.0,160.60089352196576,42415.0,31.582278481012658,137627.0,102.47728965003724,38.811,47.011,0.8255767530805552,1.1282051282051282
plant012_rgb_class_watershed,4,673,262.087,255.898,0.795,78688.0,116.74777448071217,108415.0,160.85311572700297,35091.0,52.06379821958457,74067.0,109.89169139465875,26.886,35.468,0.7580164598202612,0.875
plant012_rgb_class_watershed,5,303,251.421,280.394,0.759,35448.0,116.99009900990099,44684.0,147.47524752475246,16530.0,54.554455445544555,32223.0,106.34653465346534,19.758,24.698,0.7999858178851922,1.15
plant012_rgb_class_watershed,6,431,280.314,297.751,0.609,51604.0,119.7308584686775,67137.0,155.77030162412993,25152.0,58.35730858468678,47964.0,111.28538283062645,19.590,31.906,0.6139735024227316,1.12
plant012_rgb_class_watershed,7,1073,265.621,319.775,0.799,127834.0,119.13699906803355,177070.0,165.0232991612302,41512.0,38.68779123951538,115469.0,107.61323392357875,34.000,42.544,0.7991708410278563,0.8095238095238095
plant012_rgb_class_watershed,8,1757,203.827,326.143,0.937,202183.0,115.07285145133751,277037.0,157.67615253272623,67511.0,38.42401821286283,182228.0,103.71542401821286,46.000,55.866,0.823400160563047,1.0217391304347827
plant014_rgb_class_watershed,1,489,271.148,290.508,0.491,59257.0,121.1799591002045,76117.0,155.65848670756645,18140.0,37.0961145194274,51175.0,104.65235173824131,20.000,36.674,0.5453418831492118,0.5555555555555556
plant014_rgb_class_watershed,2,672,240.357,296.701,0.887,86681.0,128.99107142857142,114634.0,170.58630952380952,23890.0,35.55059523809524,75066.0,111.70535714285714,28.000,33.242,0.8423195726346616,1.1428571428571428
plant014_rgb_class_watershed,3,683,306.496,301.875,0.898,87401.0,127.96632503660322,115273.0,168.77452415812593,22622.0,33.12152269399707,75109.0,109.9692532942899,28.000,32.016,0.8745730665761939,1.1071428571428572
plant014_rgb_class_watershed,4,462,275.595,321.913,0.703,58076.0,125.7056277056277,75142.0,162.64502164502164,18398.0,39.82251082251082,50538.0,109.3896103896104,21.213,31.241,0.679018095318889,0.9615384615384616
plant016_rgb_class_watershed,1,932,220.667,238.744,0.699,107150.0,114.96781115879828,146703.0,157.406652360515,47943.0,51.44098712446352,100616.0,107.95708154506438,31.000,44.944,0.6897409472094764,0.7380952380952381
plant016_rgb_class_watershed,2,497,211.180,266.846,0.809,60627.0,121.98591549295774,81200.0,163.38028169014083,20201.0,40.645875251509054,54007.0,108.66599597585513,23.540,29.547,0.7967078178591852,1.0
plant016_rgb_class_watershed,3,588,246.939,281.905,0.939,66281.0,112.72278911564626,91025.0,154.80442176870747,21162.0,35.98979591836735,59496.0,101.18367346938776,26.000,31.623,0.8221921916437787,1.1538461538461537
plant016_rgb_class_watershed,4,232,226.177,286.358,0.622,26536.0,114.37931034482759,33817.0,145.76293103448276,9769.0,42.10775862068966,23372.0,100.74137931034483,15.000,23.345,0.642529405317179,0.6521739130434783
plant016_rgb_class_watershed,5,819,177.468,296.825,0.821,98754.0,120.57875457875458,134262.0,163.93406593406593,46798.0,57.14041514041514,93274.0,113.88766788766789,30.000,40.262,0.7451260508031115,1.3
plant016_rgb_class_watershed,6,274,248.682,303.682,0.794,35222.0,128.54744525547446,45270.0,165.2189781021898,20452.0,74.64233576642336,33647.0,122.7992700729927,17.000,23.854,0.7126770738555415,1.1764705882352942
plant017_rgb_class_watershed,1,3193,278.244,214.434,0.743,406574.0,127.33291575321014,563501.0,176.48011274663327,85210.0,26.68650172251801,351763.0,110.16692765424366,55.538,80.777,0.687542374023147,0.7215189873417721
plant017_rgb_class_watershed,2,692,243.090,246.753,0.858,93331.0,134.871387283237,117477.0,169.76445086705203,51073.0,73.80491329479769,87291.0,126.14306358381504,27.577,34.828,0.7918067665044771,1.0
plant017_rgb_class_watershed,3,3582,175.939,281.327,0.815,453177.0,126.51507537688443,616615.0,172.14265773310998,147663.0,41.22361809045226,405830.0,113.29704075935231,63.013,90.554,0.6958570665749713,1.40625
plant017_rgb_class_watershed,4,2031,332.846,274.079,0.713,228407.0,112.46036435253569,327914.0,161.4544559330379,63407.0,31.219596258000983,206597.0,101.72181191531266,43.702,61.465,0.7109976183382085,1.2608695652173914
plant017_rgb_class_watershed,5,832,261.434,277.751,0.686,101888.0,122.46153846153847,132886.0,159.71875,39488.0,47.46153846153846,91411.0,109.86899038461539,29.000,42.544,0.6816457173472892,0.6904761904761905
plant017_rgb_class_watershed,6,1074,294.634,292.932,0.752,122992.0,114.51769087523277,178128.0,165.85474860335196,36023.0,33.54096834264432,112373.0,104.63035381750466,34.536,45.222,0.7637063926873756,1.2
plant017_rgb_class_watershed,7,1130,234.119,308.730,0.886,146964.0,130.0566371681416,206290.0,182.55752212389382,48684.0,43.08318584070796,133994.0,118.5787610619469,36.770,45.541,0.8073911222578979,1.075
plant017_rgb_class_watershed,8,2553,202.693,341.833,0.951,312703.0,122.48452800626714,434470.0,170.18018018018017,121509.0,47.5945945945946,289543.0,113.41284763023893,56.374,60.539,0.9311960470558143,1.0
plant017_rgb_class_watershed,9,3481,300.474,375.482,0.684,463312.0,133.09738580867568,619101.0,177.85147945992532,153468.0,44.087331226659,411946.0,118.3412812410227,58.804,101.020,0.5821070485696689,0.6595744680851063
plant018_rgb_class_watershed,1,252,278.369,274.690,0.500,26578.0,105.46825396825396,34559.0,137.13888888888889,10145.0,40.257936507936506,23766.0,94.30952380952381,18.107,30.529,0.593111757789111,1.2380952380952381
plant018_rgb_class_watershed,2,95,295.647,269.321,0.672,9997.0,105.23157894736842,14399.0,151.56842105263158,2769.0,29.147368421052633,9058.0,95.34736842105264,9.899,15.264,0.6485374764569113,0.7857142857142857
plant018_rgb_class_watershed,3,88,267.545,288.182,0.697,9791.0,111.26136363636364,13851.0,157.39772727272728,2596.0,29.5,8746.0,99.38636363636364,9.899,14.213,0.6965260331469925,0.9166666666666666
plant018_rgb_class_watershed,4,141,291.096,288.812,0.700,15460.0,109.64539007092199,20030.0,142.05673758865248,5666.0,40.184397163120565,13721.0,97.31205673758865,12.021,16.643,0.7222607907255485,1.0
plant019_rgb_class_watershed,1,1235,280.888,267.843,0.707,177427.0,143.66558704453442,229111.0,185.51497975708503,37364.0,30.254251012145748,147977.0,119.81943319838057,35.073,48.166,0.7281532322983975,0.9767441860465116
plant019_rgb_class_watershed,2,1116,215.850,291.470,0.822,157284.0,140.93548387096774,203458.0,182.3100358422939,59855.0,53.63351254480287,140200.0,125.62724014336918,35.730,43.966,0.8126855997003499,1.131578947368421
plant019_rgb_class_watershed,3,257,263.792,295.772,0.813,31339.0,121.94163424124514,39339.0,153.07003891050584,9245.0,35.97276264591439,26640.0,103.65758754863813,17.678,22.023,0.8027016238349195,0.9523809523809523
plant019_rgb_class_watershed,4,1025,312.677,303.908,0.923,140705.0,137.27317073170732,184355.0,179.85853658536584,39646.0,38.6790243902439,121561.0,118.59609756097561,35.000,40.025,0.8744536371618383,1.1142857142857143
plant019_rgb_class_watershed,5,368,275.584,307.864,0.633,49065.0,133.3288043478261,63530.0,172.6358695652174,14523.0,39.46467391304348,42370.0,115.13586956521739,19.089,29.120,0.655535185041224,1.3333333333333333
plant019_rgb_class_watershed,6,550,240.224,311.271,0.614,78718.0,143.12363636363636,104219.0,189.48909090909092,16965.0,30.845454545454544,66627.0,121.14,22.749,35.847,0.6346162541459966,1.4583333333333333
plant019_rgb_class_watershed,7,1009,270.215,342.305,0.896,141016.0,139.7581764122894,184840.0,183.19127849355797,23580.0,23.369672943508423,116480.0,115.44103072348861,35.000,42.953,0.8148353450645079,0.8333333333333334
plant021_rgb_class_watershed,1,1119,292.328,237.629,0.818,127100.0,113.58355674709563,179847.0,160.72117962466487,21151.0,18.901697944593387,109383.0,97.75067024128687,34.956,43.600,0.8017370467218806,0.9
plant021_rgb_class_watershed,2,754,236.239,243.854,0.787,71150.0,94.36339522546419,102319.0,135.70291777188328,11763.0,15.60079575596817,61743.0,81.88726790450929,27.820,36.892,0.7540988000857876,0.8484848484848485
plant021_rgb_class_watershed,3,299,281.523,264.406,0.619,33711.0,112.74581939799332,44341.0,148.29765886287626,14957.0,50.02341137123746,31001.0,103.68227424749163,17.000,27.514,0.6178755095570919,1.5294117647058822
plant021_rgb_class_watershed,4,725,272.617,287.991,0.577,81822.0,112.85793103448276,103669.0,142.99172413793104,29326.0,40.44965517241379,71617.0,98.78206896551724,30.977,50.090,0.6184368197956006,1.0714285714285714
plant021_rgb_class_watershed,5,689,231.290,288.281,0.650,74412.0,108.0,107093.0,155.4325108853411,15650.0,22.714078374455735,65716.0,95.37880986937591,23.951,37.336,0.6414870429409923,1.48
plant021_rgb_class_watershed,6,1096,330.682,295.389,0.733,133438.0,121.75,178901.0,163.2308394160584,65361.0,59.63594890510949,125908.0,114.87956204379562,35.000,51.788,0.6758318540907409,1.457142857142857
plant021_rgb_class_watershed,7,295,251.015,315.520,0.645,33077.0,112.12542372881356,42696.0,144.73220338983052,16531.0,56.03728813559322,30764.0,104.28474576271186,16.971,25.239,0.672398177616631,0.782608695652174
plant021_rgb_class_watershed,8,1348,299.769,341.447,0.622,157171.0,116.59569732937686,219393.0,162.75445103857567,42021.0,31.172848664688427,139522.0,103.50296735905044,36.062,63.008,0.5723476775351227,0.8148148148148148
plant022_rgb_class_watershed,1,6957,309.814,157.327,0.642,833819.0,119.8532413396579,1183202.0,170.07359494034785,317468.0,45.632887738967945,778152.0,111.85166019836136,82.322,148.368,0.5548504656674875,0.5944055944055944
plant022_rgb_class_watershed,2,3988,225.880,229.432,0.768,458051.0,114.8573219658977,670981.0,168.25,96906.0,24.299398194583752,408660.0,102.47241725175526,65.499,87.864,0.7454614369859397,0.8846153846153846
plant022_rgb_class_watershed,3,5067,148.368,233.629,0.853,608680.0,120.12630747977107,857884.0,169.30807183737912,291295.0,57.48865206236432,585929.0,115.63627392934676,75.551,97.046,0.778498907165362,1.1973684210526316
plant022_rgb_class_watershed,4,2875,345.331,261.673,0.834,327324.0,113.85182608695652,468515.0,162.96173913043478,126133.0,43.87269565217391,307317.0,106.8928695652174,56.006,72.367,0.7739109571684689,1.2241379310344827
plant022_rgb_class_watershed,5,819,280.437,273.257,0.538,87574.0,106.92796092796092,125572.0,153.32356532356533,32812.0,40.06349206349206,81988.0,100.1074481074481,30.047,52.154,0.5761249998976037,0.6538461538461539
plant022_rgb_class_watershed,6,643,256.870,278.531,0.683,77255.0,120.14774494556765,101900.0,158.47589424572317,37437.0,58.22239502332815,72192.0,112.27371695178849,27.519,42.638,0.6454179449192461,1.0625
plant022_rgb_class_watershed,7,2459,180.044,310.598,0.634,281171.0,114.34363562423749,400735.0,162.96665311102075,78170.0,31.789345262301747,253367.0,103.03660024400163,48.384,83.570,0.5789641399645814,1.4814814814814814
plant022_rgb_class_watershed,8,603,296.822,302.800,0.757,64717.0,107.32504145936981,87895.0,145.76285240464344,17498.0,29.018242122719734,56699.0,94.02819237147595,25.456,34.438,0.7391714061178637,1.0333333333333334
plant022_rgb_class_watershed,9,1423,257.860,309.622,0.553,152165.0,106.93253689388615,217029.0,152.51581166549542,47804.0,33.59381588193956,138991.0,97.67463106113844,37.616,65.000,0.5787028929292763,1.3571428571428572
plant022_rgb_class_watershed,10,4798,351.743,344.853,0.642,578527.0,120.57669862442684,833981.0,173.81846602751148,141883.0,29.57127969987495,518119.0,107.98645268862026,63.640,101.872,0.6246988096784276,1.141025641025641
plant022_rgb_class_watershed,11,4896,195.482,361.209,0.718,555781.0,113.51736111111111,811091.0,165.6640114379085,55180.0,11.270424836601308,473984.0,96.81045751633987,74.198,109.078,0.6802336675049848,0.8315789473684211
plant022_rgb_class_watershed,12,5264,307.368,395.640,0.719,636556.0,120.92629179331307,887628.0,168.62234042553192,279807.0,53.15482522796353,601334.0,114.23518237082067,73.423,115.884,0.633596044299687,0.7064220183486238
plant023_rgb_class_watershed,1,208,291.764,270.591,0.765,21946.0,105.50961538461539,31090.0,149.47115384615384,7799.0,37.49519230769231,20286.0,97.52884615384616,14.915,20.248,0.7366069261034982,0.7894736842105263
plant023_rgb_class_watershed,2,380,269.766,276.411,0.463,38974.0,102.56315789473685,51752.0,136.18947368421053,15097.0,39.72894736842105,35268.0,92.81052631578947,18.897,35.228,0.5364338492347728,1.25
plant023_rgb_class_watershed,3,148,288.723,293.392,0.466,15199.0,102.69594594594595,21538.0,145.52702702702703,4431.0,29.93918918918919,13728.0,92.75675675675676,10.358,20.881,0.4960581772246842,1.8181818181818181
plant023_rgb_class_watershed,4,126,259.690,298.429,0.859,13353.0,105.97619047619048,19155.0,152.02380952380952,4725.0,37.5,12409.0,98.48412698412699,12.000,14.765,0.8127425537743156,0.9230769230769231
plant024_rgb_class_watershed,1,2395,323.579,242.524,0.697,335283.0,139.9929018789144,441463.0,184.32693110647182,102783.0,42.915657620041756,293203.0,122.42296450939457,48.083,74.411,0.6461846736595183,1.0344827586206897
plant024_rgb_class_watershed,2,2453,222.632,268.017,0.703,322025.0,131.2780269058296,434974.0,177.32327761924174,55191.0,22.499388503872808,270725.0,110.36485935589074,48.813,66.851,0.7301875499078159,0.8
plant024_rgb_class_watershed,3,1175,266.743,285.476,0.712,132634.0,112.88,179616.0,152.86468085106384,33366.0,28.39659574468085,115194.0,98.03744680851064,36.792,50.010,0.7356832214434598,0.7755102040816326
plant024_rgb_class_watershed,4,2521,318.474,309.494,0.896,323940.0,128.4966283220944,443511.0,175.92661642205474,61269.0,24.303451011503373,276238.0,109.57477191590638,55.892,70.178,0.7964235694139207,1.25
plant024_rgb_class_watershed,5,1586,240.221,359.172,0.917,232416.0,146.5422446406053,297962.0,187.8701134930643,87200.0,54.98108448928121,205861.0,129.79886506935688,43.842,53.759,0.8155338077414982,0.8627450980392157
plant026_rgb_class_watershed,1,2469,314.976,201.069,0.754,275846.0,111.72377480761442,377851.0,153.03847711624138,95304.0,38.600243013365734,249676.0,101.12434183880113,51.193,73.756,0.6940843032498799,0.859375
plant026_rgb_class_watershed,2,1317,207.843,214.172,0.715,136820.0,103.88762338648444,191341.0,145.2862566438876,56391.0,42.817767653758544,128188.0,97.33333333333333,37.463,55.803,0.6713360887043229,1.119047619047619
plant026_rgb_class_watershed,3,1243,265.651,243.374,0.820,129953.0,104.5478680611424,174369.0,140.2807723250201,59346.0,47.74416733708769,121229.0,97.53016894609814,39.755,50.160,0.7925758045298142,1.1428571428571428
plant026_rgb_class_watershed,4,2162,189.641,257.665,0.571,232187.0,107.3945420906568,326491.0,151.01341350601294,68274.0,31.5790934320074,208972.0,96.65679925994449,41.000,78.447,0.5226429671470021,1.8780487804878048
plant026_rgb_class_watershed,5,904,339.081,262.540,0.821,94451.0,104.48119469026548,133595.0,147.7820796460177,39291.0,43.46349557522124,89101.0,98.56305309734513,31.390,38.910,0.8067203353745354,0.972972972972973
plant026_rgb_class_watershed,6,397,260.714,274.351,0.618,43633.0,109.90680100755668,54827.0,138.10327455919395,20373.0,51.31738035264484,39615.0,99.78589420654912,20.072,31.145,0.6444644436934591,1.2727272727272727
plant026_rgb_class_watershed,7,1507,315.254,285.824,0.516,172601.0,114.53284671532846,235952.0,156.5706702057067,62410.0,41.41340411413404,156989.0,104.17319177173192,36.129,69.426,0.5203966925905511,1.837837837837838
plant026_rgb_class_watershed,8,286,236.220,297.958,0.642,31181.0,109.02447552447552,40278.0,140.83216783216784,17256.0,60.33566433566433,29560.0,103.35664335664336,16.924,25.239,0.6705447049574215,1.1578947368421053
plant026_rgb_class_watershed,9,1942,296.722,344.045,0.707,198963.0,102.45262615859939,278379.0,143.3465499485067,53546.0,27.572605561277033,176973.0,91.1292481977343,44.280,66.287,0.6680049018155743,0.8103448275862069
plant027_rgb_class_watershed,1,10118,171.985,137.805,0.654,1153512.0,114.00593002569678,1594647.0,157.60496145483296,387978.0,38.34532516307571,1045352.0,103.31607036963827,99.390,166.604,0.5965617478442535,0.8768115942028986
plant027_rgb_class_watershed,2,8928,348.044,136.705,0.637,1042245.0,116.73891129032258,1408175.0,157.72569444444446,504271.0,56.481966845878134,984912.0,110.31720430107526,92.287,171.234,0.5389540116248336,0.8082191780821918
plant027_rgb_class_watershed,3,5313,138.683,212.037,0.846,582524.0,109.64125729343121,806840.0,151.86147186147187,240776.0,45.31827592697158,543387.0,102.27498588368154,74.843,91.220,0.820470211519434,1.0595238095238095
plant027_rgb_class_watershed,4,5605,352.518,244.034,0.575,615280.0,109.77341659232827,899426.0,160.4685102586976,179936.0,32.102765388046386,564898.0,100.78465655664586,67.435,124.427,0.5419664090245919,1.7794117647058822
plant027_rgb_class_watershed,5,709,243.705,228.764,0.829,87481.0,123.38645980253878,109334.0,154.20874471086037,46528.0,65.62482369534555,81123.0,114.41889985895628,28.991,36.878,0.7861391135685547,1.0
plant027_rgb_class_watershed,6,1533,262.249,260.282,0.524,175321.0,114.36464448793215,222943.0,145.42922374429224,96181.0,62.74037834311807,164831.0,107.52185257664709,41.716,80.920,0.5155229926917054,0.8615384615384616
plant027_rgb_class_watershed,7,2828,197.733,256.429,0.621,307538.0,108.74752475247524,445163.0,157.41265912305516,107413.0,37.98196605374823,286721.0,101.38649222065064,51.675,82.000,0.6301835672954312,1.4464285714285714
plant027_rgb_class_watershed,8,3217,175.283,303.049,0.530,358542.0,111.45228473733292,488134.0,151.7357786757849,174277.0,54.17376437674852,340303.0,105.78271681691017,53.309,108.167,0.49284284657719707,1.8545454545454545
plant027_rgb_class_watershed,9,1988,275.954,299.415,0.653,218696.0,110.00804828973843,298721.0,150.26207243460766,111269.0,55.97032193158954,209562.0,105.41348088531187,48.705,75.313,0.6467049644696601,1.48
plant027_rgb_class_watershed,10,9965,397.900,362.166,0.617,1150445.0,115.44856999498244,1591615.0,159.72062217762166,519584.0,52.14089312594079,1087236.0,109.10546914199699,93.704,169.189,0.5538387162914263,1.2695652173913043
plant027_rgb_class_watershed,11,5786,230.449,389.144,0.580,640484.0,110.69547182855167,909082.0,157.11752506049083,247767.0,42.82181126857933,599151.0,103.55184929139301,69.675,128.445,0.5424484245438068,0.5645161290322581
plant027_rgb_class_watershed,12,9634,132.228,380.391,0.699,1124666.0,116.73925679883745,1542354.0,160.09487232717458,471747.0,48.96699190367448,1046206.0,108.59518372430973,95.359,140.186,0.680232570912739,0.9741379310344828
